NU_INSCRICAO,NU_NOTA_MT
40272b7b6944953d19441f3d11db1ca6259036c7,148073.42244527064
3aa252c007ed0bbafa2ace65310083a6d48e6ebe,139726.6364425201
ae5b05ce0d8d567328db7bf3b32947fecef73870,26866.424686103324
2da6c6fcffd9bd22e13a8717b62ad8b7eb4381e1,96171.23691003422
189c4106bf1678e12e9891b3688337a22f2f611d,26865.017458885028
ad1a5a001fb410e949c882c3cefcaf88311f6fa8,33317.581719563954
57aad26f657f508f28e7a4c7d8917a985a54b44f,118396.73318499807
61df053a75707ec0fd8e8cbe49f5bb79e7d20328,144731.07346753476
204da37333efada9bd5864510185eb8c4d41fe48,26846.037870003438
69ad43874be3091574f051ca334483f5953a7e37,26860.051745669713
f212e61eadee0388447fd7aa71a63b5b231ec46a,129130.84598520957
08bda823dfcbcbe45c46e6666268434b54a875c7,33560.72676424237
a1e1b1477bc37f3aaf4359bdef31cab9f8d4fffa,39291.87852351502
e50870ccda7ec32760ee23f08e9c9dbf0288f47d,147270.99260280197
067c07859139fba60b96329bbba80fed79ed9535,145401.83705153945
7355cdb97afc51c0d4fb1895d407adc1a826130b,112018.53634045277
3c69a9f903494bc62eab1f114782bf8eb8380e95,134953.1496479528
2189f7079585e9c5036b0cc92a1c7dc065aae1a8,26879.474556184814
74aaf71b443f1ced65fd4c071acc0b5fe9079b97,131663.82075221647
f6b570f463b91beb332e1e5be09838dea7214790,110151.28893309111
cfa20d03b8d493eb00a3e91d3dd0f93573e625f7,148927.69787954257
23f42cbb61a06a505bc0fb98585945008f83f1cf,119988.20520644248
1b148ac62bb092fc8e1b5340ac12924dba7d3715,129121.71407753378
a714da15af9873f1ef20fae52901a9ac1d8ade35,132447.0815137118
1db7ee0e01a793bac520aa333f51e963caa92d4e,26890.212668115135
6c45e7e2a9578ff4887d8bc05ca5ab4faed336ed,134328.90384647204
0002c409e1ee2353dbff680d9a7e77a5f0b50a94,127976.73648095109
46eefba83d46b5adb275c69224fe09fb630d5358,158138.4816735215
f571bde7cea96e93003f7883f1b9850f96fe9c6a,158427.6157649059
e248d194082a8831734a6e3a34a58f6aaf5039d9,133559.16096706587
e386f7846ab26c3732b27921dafef4c7d9e5f7a5,26853.093573343536
3490b0c6fb958daf5fb36d327ba17d34ed8abd90,135668.1734927669
eb43926f5b09278e6bf0d34a2440bc8670244656,125597.4979485081
893adc250ec2d94bf7fee352c7c17cb765d333b6,137582.85392665732
25ce5386c14ad7d2b09b2b8ea40f60a5bd83570d,127548.13106814047
21e7c065af2be78876ed12d2efa20420080f6275,133578.01825934483
4a8387ab4e484323ab4c1685f2cb2385b2a42ee4,125788.1763918529
972908d6e89a97159ccb1dd1d4892cb970cae6a2,120547.74149105046
685b9a65ae48916267ab7503f8f55a3a466abd77,177112.6998232476
8064c6c452997eb96ae79e2d5d3c348581e78b14,169959.48838657094
8605485ed65313a27e96f467456f1a53f1107500,136124.4549823442
768fc57d371dec37913eb51f11818650d83b7e63,130216.69407507763
9ddd5a166c6c32e390e4f439437e444546df1187,26874.551226029893
8c8cd6bda53fdd340de2c63fb5d4efc54a7922de,136901.3566380025
f6554ffa8707a96d87ac0a3dc3380505dbe25dea,144757.4188252626
be93a3a5cc2fb1ddb9d47ad74f85331b75348778,116157.77216107653
689b58e47a677df619a3ff52d548b7248d7659ae,26847.09028022744
0a80c4d2e908eaa854b6c500ea28ae09e491a823,26875.813153515734
b0d03f4d46aa50849796dd95473755112c1fe26b,122733.61556542246
02f3fc0644c3a974b1ec0dcf6687f78d5a000d58,136390.25671398104
fd4666997792a70aa3116ea109dd8b756f5b2135,26856.413987702163
a54ddb5376fdacf5cd1f0d1add5ded62330342b6,138041.146163934
28f15b94a9475a6ee13da565eca0c6afd162c4b8,136939.17006726091
1bceec9f2b9439b2ba4733e3527da7d5063df496,108549.68903495953
2dfad9a8c00252be6dee24e3377e0ae4e57f2d06,26876.462267239134
9b48a44fbc521e33f99bcecdcc96ffc598e6e632,117021.79511696349
9f857ceeebe43dddaaf84f944c3c94a664ff2bda,146898.9095296465
630b1e2b3adcf90f1c930cad9e871b174cf12c1a,26885.34487386858
fc0624bcc7e605b2d20a3a16857675498491654e,130911.2170362072
5f0ab4a373e3558a29da52aff2b1d4cf7fde4404,26895.888595143562
6860ba98c2c65893de299e4755087d5d6b6a6033,133357.0621343316
70130a38cbf5e620b6ab5122bd69566791902b7e,26876.103261839366
930383c9037251c38e40ad9843534cd98c91a0e7,26890.408642453363
4f2370175e8559143c43b30788b65260884ea2f9,119822.03157505834
b82ad5b2113a68659252db9051093cc05087a38b,26869.884374143712
837c933e6e8b380e440024abe3eb4ce9a7ad6315,136981.6894872388
478cf2c66a99d0106080fd93fff65c9a56b04453,26843.808534195974
2211d854bb3e5dc2d5fc07f73066e41d3a5693dc,145668.8801194574
1ebb9d6032291ece52576d2d08192d9b2b99f454,184312.35395679934
d958d954eecd475a0531335ec908bdaba301921e,133012.59878003856
14bd9da1a22b6ce55c9ffbc04f9f6bc40333d4d1,122682.292014591
ec522885b9a426515641c1c67a5528e18f14bf5a,26891.37801420158
69c2149031d76ac0451f02e2c9d0de205806a07a,26855.96161555496
3834a3cc23a38eccc9189e8bee7ee358b75fd635,117978.88051361025
d5b79ab72ba5a5aa8bf3d9fe16bae73e39b9dde5,88768.13562288802
ef49c026fc5471e8c1b56e3fb2419b946a33c76d,130067.31350941007
9374367408d6d3a00bd23fafb447f0fe9800b278,162405.46551455875
f2cbaa558fdbbf3d649ae65ef94a9d04b37fa58a,26879.85118252968
c8cf85985775108a962f206bbc07f9b96edf577d,134594.91353202445
fd2be6be460aeba8ad01303ec1c734b3ce6f9e68,26894.528694030418
22c4abf2162ac430458742f60e265835362dc7d3,26887.052932205763
e4220a05813204f233d232a847cf24d60fc460c0,163438.21177213613
bc94527b84d81f7092c3694e357b02eccad91f1d,26872.416285638476
66a58d3b1020e10bb366884a26853f1d267bf42a,128435.02686962546
83b2bbe9efb5a5e8eab5c46d2c673f543fc8d39b,117569.67440852393
d084e1c3d7146dbef3c6481a96359948bf91d7db,120200.10664144452
9888d8f325173fc4f4bac14903ac7b770478e1a4,26890.304667965967
da3e65bf356c83ae8b3d572a791a96b8dfdaae63,164325.957802493
261b29785844821814715b52511dbe7bc6905168,168534.20081946085
cf9a14508e8ca7b8b1d655e3d9dac3c7f6cddc94,26901.174677699302
f2ef13cfcdc3cef6ed5b3bf69ea1410b865d1fc1,129817.60107842559
8883c8649e0df6462c6f4a06ea6e9595149bf6ac,136012.5260147619
cc1e3f6d30dfaf8b21834c0ecfe0b773b4092cf4,148532.09805270148
2aee59a8709e9bbf7de39903fe1172fd948e44c1,152933.4997901055
cf71722a9c4e583c4931ebc390cfe917e63e80c1,129563.55477237483
77b20dfbf4075cf839105980792b7298380acabb,26888.04246651376
ec3d4ba8f80c75414b4e87994cf0058ae2b1fce3,26886.210238370273
39905ee60f2cfbd2c06e6af96595c470ccf74d3e,109587.47111803004
0c7978c01fb8fcf7c0d48935c0d66410d8ee2c2f,26878.8267633265
0e326387495f24745d2bc6110ac18f3580e56290,156657.17813992262
f94f945618e9047bdde48cc06cc7a6e0af719a37,108633.75458316141
0dcb5c89c0eb43936e7f1366f1dc76fec085d040,147965.5274220869
3d4c1727853053cb5eb4d407b22396e314509d86,26883.3098204961
580063acdd223dad07639900466c199c7ec6de6f,134740.49521583275
265f10f7456631dec2915feb97ca6b706d8afb34,112971.99613054014
f28551fb5c2f0ba556ba947fc5aeb5d946d7e003,170893.7996419346
5085085c3fb8ffdb2c6c30fb66fa17f56f0d95d4,26882.4563873619
c60905dd75c5c4ea022000a0d832d19e7b1de7d9,135520.2577431629
6d599c950879cc9667cc49f0bc52ba4868387962,26866.72592999921
7ff56884aabc69f1d8b14577a6407ac705d35620,122646.251295235
68199e9559d14e9d3619b1d9d5c2ec12aaba571d,144075.11792283732
f77f4a3f4a4174bd6d5f0127b09b3a9436afbc99,26866.4610254351
421ae8bdf8fcfbd12912424dc6b99843ff81f50e,26863.0996489118
3388ba2455af7dba1afc8be01e9ef9aa3cd5b992,126715.98656307696
424bdb568028c00e963fc710f7a31107978feb84,124262.80554083781
9fc249e4d6dece656c8796d34208d45dc535c3a7,161962.76995103847
827c808e5a3d17b81cd7cb9434f92b276416a39e,137523.7000156221
3b14b7a79a33800100b57153088a4658c2979c57,132742.6995628537
5916e2530308e5ce4602179367a5372a5f5135e2,116200.66091437159
a5880689fa0d7e2b80596a17c3f6a9e85439d398,161241.6166813069
c8cf5c4159c454809b801ea438db3974e8242c7b,153236.8864940675
77bc9ff2fdd54be8bebaa4eae19fed3c6c6b3955,195292.9667248446
19b8b06263c22bc148bd3e79ced71751b0462f67,26880.97416265866
68043cf6df7116c4fbe9e8c461155a79d1149997,150863.119420357
ffbf2b9497516c22da904a5736fef527ba8b868f,132396.40438742525
5001def5a54c7352a7f5efe6ca553cddeca44e73,140698.16781208708
3c0db6da5f1639ebd267f63eaf86ac8569a8527f,187706.3972178045
c69d18e6e6b386e2e1592648d9e2366de5f64c06,26863.34891176943
c57a918711e5f9909c06865804a1cc13ccb38936,118617.94194992929
d43c8bc37d22f63102d62317b61cbcdb1331054c,176146.94910366795
373440621611720645f51dbbada979c89bb14cd9,146065.81206683244
6cb9ea06bba586157fee26eb9d3642894fd55b43,134525.089991076
b6ec42121f5e7659aa01f3ebe1d18e02b74b3a7a,26880.392606922145
84db81d48417a1f9bef9a5b72a0eb395b5a9846e,132798.8016663851
36f872f6120d768d0659a8dc67903c0ebf85f7e1,121039.69842206103
6eac66cd9ec970d8887a7df2ed69c132b8049521,26899.29165623746
194268c39d944ac4b3930c2c0bd8342c15773ad0,26882.145677514796
32ecd1831c2972d2e350967d4c96614030d9c2e6,78635.1259300553
d6ee1053b27c4c184f9f5dc8c804c99f204a32dc,26883.78612127896
9f9fc9c670143177022b7ea79292186768fb3849,123531.7045138736
fe8333dd7a48c2c6da19394b93e6413b2d969588,200981.54540847428
993bbc66f81ddc13f9b4c47931ab71f5c472f0d6,145915.6532707066
e7155d360d9614f96d8f28af8cebee412228e753,154212.3361965585
8bc5a02113c1d872fd3d7c745df40e622400e51a,166114.26167214205
2900ff93d1f83e953e0b7abdfa3fb081366c967c,26887.144797093246
e3674c21fa2357713f79e3e228580d7a772c62ca,154116.64556880482
7c8d53c9ecdb67403aa3a048a3d91f076934b160,26876.478173981133
406d38e4421757935a3e7898f767a98c306e4015,26891.246641368773
9aa4a411cd914b73b9d2843d50f7796dad1c0969,124414.26471027559
061ec45bddd19204b4ed9e1cc794b116aaffcd97,157204.71797587685
a90881337238e2cea4c2ce693aa1b6bb8dc3e23d,132565.95884894388
0cae68bb07813f6be4f476c21d699c697cb479d9,26889.58679465292
1ab6ff506119fe0fb2b17147c7019e7419a4be14,122748.30339944866
83400bcebb04d1605ad7d37568b1bf4bde04b494,121452.44475175298
54899865c8bed8eb4d54c8d4c8ae09a30864290c,195874.7623784131
63e7e834e16f11029f62736780b3a101cac5e5f8,165257.57010299913
dc7a06efb8feb5e397b1d57d5478e2965322e80e,124245.32472704198
625786c698ec763a4dbba2978876dacf605d42c8,26877.106869211115
8ba8d9f7e4d980b58556226d906e2236659cda4f,109278.01107058667
db1b380fa7e57e26a6aaf292a1ce10cd88be4d5c,26886.586802621976
ef52f1830fe4acb0d7ce223353a239b3fac81925,115193.71108575069
873ca0475258c0454ff969ff7f8b779c30729f48,142862.33663152767
43d7bd465f67853f09b8ea211afa8cba29d6452a,105554.27862723716
0495f3de4b62dd3864b46d99dd94d2cac5ee30e5,121299.59217369206
691a5440a2e6406b5444e5322ca44e06ccb3ddf6,153274.9394541913
49a9e7f2baa21147daed25a03be27ef0d785cdaf,125086.2897011897
f9f2a8ef22a9ca0df9043d97f8091821346f7efa,158379.3638817032
2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,153001.85104122473
97854c6bc17f30f476dc404dc3e74bda38afb8ba,26844.947717983167
c57e5c73a18d895c0d10f18f4ca74d5073c16698,141703.92669798367
2ed840bcb61092680e034399b5b638d6492e146e,26889.017986836872
20eaf4dfc827e8fa9f3fc7d7c7b7ba1c66e4fba7,132662.09340722408
1a4a30ccca625947b0d2a60f25702e8066320f5c,26870.961189864844
291eda98ff5f826d1adeec3ce1efc385ece76e7c,126068.7632683643
a976f1e8f9ba929071999ca384edb2f2bd0e0026,134347.13414142368
fe944ad10aedde4f5e27c0db435fd4bd65a12dc3,26882.729589088827
601eb56c4870e7f3ce567bef879997434fab6978,116834.9783261454
195b20dc6c758d0fb1709ceeb16fff1be40ba63c,135937.74034548702
8d2007f35400585b1a23535658a56e3f56deae16,156335.23036815118
504fb778c3000f0f74c49d28a157ef535df7b26e,160401.43786233343
41486a1936312d298dd64860a5d146bbe6e1f6ad,124546.2487085835
9b451f12c10f88c290d1c4f6e84bf4d12094e8d1,26878.37414999521
eaf79174460e09e7653d588de06f97e1bbd42138,139273.2367886599
cd62a1fa1eb574a4ec4ec390d3510e65db72e1ad,110394.78151642313
2181b6cd1a507e4be28b56bc22a49fc0c508891f,134274.42773982603
5cf539ec5fbefdd7e36c73555623aef55261b30a,175605.17262369866
cfcaab878786f9216a4d8433f2a46bad9276aee4,135230.61030997793
1b24de7ad1184ad4a97f373e876b96eea61c6b17,164462.4168990753
c261830482fb017b2cca67da0781f4b8b8d83187,26891.319862420805
62add403579d50fbee420593bd16447b10679b89,155432.57196082265
d8e056958f364d9b9abc8cd7d7e464341655e324,26893.946903670865
e00b16108ae0577000f16ced5a92205b35879b17,117595.43769331233
578b34d9c52218727f025eeeb7e9ece099e7962e,26893.5948875597
91011d06f4c11199a3ae872aacadadd7d5d75f1c,26873.84472178701
139838127162e6aa92bebbc5651e0472286a0619,26886.303170062783
3c4914af467ac58e125a45a078ab6cd43e13b655,123685.7958058775
2a325c32daf5b142cb0312bd9bc7b97ab6dc2fd8,138124.3554563557
df7d7db821755b6e9a024a3cebe06b8155d9c708,141090.26850615648
8134453bc66345ba09033fc2118df694fa6a5299,139435.27078919148
6e3fa5e6dd0bf71c8fb50f78c463e3b69ac0a00b,115488.55579037286
b04d55df23021bca201b74ffe2e63ea7f2449877,143211.40161269016
3f318550fb1494cc6160d1e031ae29ac2fc065aa,151236.23243129556
ef77de8ef635260390a3261262869ca5c6135f59,26885.76837583208
2dd2c7b4d6c1a00daa2ec9d46085f48d3597d8e2,26880.320896712692
c7cc0461b2c741ae81ee815a975dc6b9e514875c,131922.50368823274
73274817307e9baf478abdd2e6e73bab0ab26ecc,26883.34028146718
af6c4e9ec5b12de767977306416bd0d9447d310d,93215.10129682899
7b309e8114f95274ac95aad6697df953fce1d861,133080.61230625687
354a476d6cc00db02bbe4bacbebe0298c14b9926,26889.11527598873
1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,126626.93913765214
adcb305091a3f8b4a9771362caaae7d2b39465c2,138052.22105921697
3b08ec5615162eeef39ddf97c305601f8d6be53c,193818.45216465576
dd8bf6ed8a7291b0bac35478a7d4812939478898,154043.23598802133
298c9c61c87385c00c8eaa4192d153a8d059e411,121634.27575814356
df79eec536e5028c8774e72b5ed0ea72ee8f63b5,26879.73058709317
64449fe7c928f02f796c5b0d527c681b537f7859,115204.39581250976
bfaa66d24544cca4105e4364d9228bb8dc61c14a,26878.91353348416
62d6fdccdcae41351a63bcd346eb65178c0481f1,26805.671290956347
5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,140010.92762963986
f0d08da594cee151c351acda8e05cedb7aa8f2e6,175024.34051994124
cd2030092aacaa9580845fc92189ad3bc1a88129,110754.85568450754
1372e1ae0bd729de3f59baae76f62b02b73b21ac,140345.39992167035
3a74629fd3af085f644ada2fd31359de263dc95d,117486.07885337438
c5c4d066740c70017879a186e3df0b148edb1785,129304.23579224574
93622845055ef268067ee6964763aff9683e8360,127750.83067677994
5201a5f9e394334dc5fd4a496f8f50e6208d19e7,122651.4811304183
7e760b93b2a189673c81aff7015aca45b4f50f3e,144469.63839239435
eaa1a34e13b8a09212e41da38d9aeb156cdb67ec,26885.27043316739
e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,130955.64767760885
04013eb3b9f5e047e3c384cbc124d6be434890c1,113512.95098792143
da0d4b43fd0c5896ab67944d72aa269aa842668e,165245.03935803854
27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,139234.94903686745
bf751d79db8096cf876ac75002003bf2a7da2035,125985.37815140054
6e85f5878fde0da41bcbdeb1050e561c334bc31f,26889.927427361807
726af52ecc5309864376cfbb79843e4d9bc67eb0,164778.14293693897
cdad5bfc0354572880fa799d9a0af784137de4a0,26846.045530362713
ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,135960.84521093266
9cb5797ed8f7ede425ba307f769774b42460774c,129160.44799801901
ac75c3f733f769455017ffdcf9b4ef75af3f853b,120894.82475755937
8c408798149631973f52a14f363b604349f3425d,195975.48923153742
b2994317d9802cb04c018f57f863aaa6fae7a2b7,26844.367440112823
0f1c44bdb576aa13a22627c4415521e2a68398e9,26874.68229104645
b04c28955fd0f07bf69fc01d69aed8d166814b31,116609.82025455445
8526e4bbbef79ed45f772a3cf3f872feca4b2c78,134366.60715244594
fa2603e1077c05493a48a74c6365a8d938b9bb58,120842.79601468421
0432abb93e94758393c78d674c53761c8e7547b2,123253.37705929787
49b0b691c0182295bc83ac4cc9d50a64a5848c0d,146986.1879582324
40e4c903604e672a031abf55a0e9d0be2499e19d,166369.32347061203
954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,149393.53362257054
ae275ec587fa99cbc535a14b099e9a53418ad6f5,182746.6805126598
a40bcb038126e8fcc18613587d349c451b17495e,185657.94391520784
9b19bbaedd6ecaef988bef930c5793119b19dc00,133326.34460821425
62d3a19afc54c1410e6e771ea29b909f8796cdcc,26897.117692519147
d20057efa140f475a2ab2abe27411b82e8da0e5e,26897.150785099002
96e1a9ae54f3094c2837def24b35651fd65b7683,26852.715769669736
3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,115832.56017022864
6be58e40bbd01a8ac4d505fbd0365dd83af28e95,157980.04630290464
f97828327a4314a4678a907d32d289e43235a80f,26878.135460884252
46ef075a91ce3096159d24ef137e502955a2e92a,140541.7915603275
525cdb6a9a5f67818cf00847195ba88f8fe91978,26881.048817319966
0fd2ebb2cba41467a2f1f064879e27c14671db11,136430.7297833596
1a4a64788e42e62aebaf976e118e4312f271be20,149268.67322407642
53c0a7d0d86fd533212fc581cf32c5cccadc294a,26869.779726592547
176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,138573.8652890603
fb888df8e882e6c0d8422fbd16748fe087fba56a,26910.627508108984
6c508375be3ebcb0b6c52551760aebf3b08eeb9a,128670.95723820024
268cf78cf0732bf2305b70f7e0d213f9d4426fb9,26883.730802012582
d920d310fa85f5d607cddd3f366d1fb4901372da,135526.20393942978
362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,125723.4030813991
15eee3ac96dc71dc59f1b5347631950a6c8fd4cd,26876.052638154015
ba01e15e5a2f24d0dd9b724618655a329ad61213,131608.3512570251
dbeac2f05498472ec708163898309999efef03f2,98557.50216703833
31782322f561ad5f596f6ae148c8204fad23705f,26888.822961119018
bfd9561d59f723b856dbcc1ce674e11bba238a99,26871.137964283087
f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,151882.0908309253
8b8e4fa6082f26f5676d2a45314fc89dcdad7076,132259.85544526187
825b9a5eb0d8725082051b41e082aed01dc9be7e,108520.78651988476
67d77c90ad21e26bfc94677547f6910b01dc1d32,136679.10446227484
5f6469e64a6bbc1d2ec35b37e18cb0a1f770776b,26886.299517108862
74271d115ce6ed32aa2aa834385200a606c62bce,105459.29346848236
6efd349903f7b391b6f920cc76de7b507258a8c9,122851.17861884952
e85ffa10d21d03b9b4e925b5808dde341be4a62e,26891.873257282656
c0934de7b64b1ea909ce77c97580606e18936874,159649.5889465412
f81906feca10f1eeb5153e9f662a06040dc795c9,167844.7394613913
18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,129574.6990073475
2ad02e38865830766bb87531dcb154852364eb39,133604.18370583438
e2a2e25e4621145f30dd816bb0524080d0d0fe6e,26894.00958151169
f986cc713f62755c8e4e47a388f9775fe2f46b40,112449.5699830378
143481c553f2f07d71a7b02d4364cf716eb213c3,144609.5254316467
7c2c0ca131808098924fa3305efe67029c95e527,141958.4201606065
862074b9b6dcb5e90476279725b9d0aa991f1e86,69661.75958706971
a5873b09206a34e65ff84c5d12d27998701220b4,103821.28857787546
cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,132995.64095381086
cd532929efcd6be773ba62fc83c631a77eb24e94,168411.10136330896
64a70bc39c408304ecb8e572765315a3896ff833,121298.58520639606
5573caf7f47589820461e64565f85c11bf9f122b,118869.0359700304
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,159385.30304679836
e7f989fad23aa525007003e7d1382ae56c9947f5,132968.67342358088
44b8f6f734d554fec0da2e60da8d27868798c802,137996.2108388848
ae0ce3518210a23804d30a83c92f5c2da6fe1382,26850.055000930188
34d6082a74330b3f5bc565fc573674afaa03f661,195386.92289838725
d25c087f96c3997d6328b953d4a710d27ef5838a,164292.8850271143
0e916480daf872f3cfd63c9decda513616804b6a,26878.763375185783
0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c,26884.030818873813
1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,137338.31557922493
e447d3f2d58677fd267d7a03f501ef642a1d4e06,114170.5038500345
fbe1950b1a096572f21ea11345473fefcba6c84c,115338.87432763958
e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d,26889.955224374284
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,169001.17863905447
e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3,26881.9452540329
48bb95f95bf1597bd67366fb50610ada3df98863,127583.3798388694
51ae593280f360e68b5400abcbb0d37f1ecade71,179472.71735985155
beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12,26889.713065797427
d306f972ccb66cdd4b336af47af14e1bf8240cec,26891.733978870674
8a1a696322f3f7e0861982fbca06cdbb039832d9,26890.028566654757
6058199e6bda1e0af51a1186b65ff76d4fe4035c,150390.13916346952
9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,134103.34770057036
31a4df5d818242efa0d50309c9bd5e503d3811fe,116636.23353146503
89c71043264315c4e0eea0f8775363a12dc82061,110377.96684355996
81d76646552b14b85adb5d258e5a135fd7ddb86a,137653.93745650203
33de6b4f2bd10a91eb624b8d76424b8264d29a8d,26879.7220388391
b63eff83ebc02e1bc7a73477edda3b76a05571b6,26878.90360137223
c4a3b96cff4393b06246604527f1a558ad8b66b3,157531.62210612834
dc284de80ad0db4a78bee253f995f0920e340cfa,26887.82101966925
45eab0d008b4971810ca4b2d7b735916d9991a9a,201822.5952221451
982fd0566d5924b506fe1477fda3513984c4c702,163979.37043341954
071406b9fa1692facfb35f7a9ce5106eae4ef6d1,149526.60110664653
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,120599.86987153585
dd6b231790b9a80f5d1d6ee8aa5796249f008d50,26849.47325902087
8cadd025151167286941b7d4f113e0335e046bbb,150592.8517259251
412696b14eed4da0a81260862fbe1855d8fc75a1,26892.50512769159
6629196865947bb489338e3fa1c9f0e56614ee72,153264.84695458747
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,85054.81211683527
bff7d200b32aa005540af908fb325a46ca9bb742,126672.72408514317
22a2734a900eec40dd32ef379894cfafe40c63c6,26888.164384674164
edfe4f7961749b29d0bcb06933f1a8710846e116,33611.99308810454
5d42040f9935aff1dabc32c4f5a578148138e1af,117916.33832432727
bd01964e27b0e530ca458b382b07493aeb48a2ef,107993.92805156588
6588cdc7aef843b1775104bc38017bb3f808c7bc,134285.92378164947
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,172492.77121686554
1d705b7b461dfd626645d5df319ab733c1c1ca73,134393.19813776316
106b58912414f794e754883865bf6e4cf68adfbc,126852.31914750196
308f5a51e95317261a7d66fa83feaf3504542cbe,34944.18270586594
973c923e39db780e329a64c6049dc85d9be17978,99929.97718548535
19dd82f8d74cf3f076d24e9985dae14d95a9318a,40286.072808535915
0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,140045.81687175663
7f9879b40a268318e2a969e73156aa9df7a48c13,160282.08355089914
3060b85e8d3e20b11f4391e64c6f916cede388c5,26877.381026527728
866d7784ed1380003929da44f965aef9339702f9,155612.51139749622
1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,134483.43594062023
032ef02de121b7ab5f2ee4ffab719f464050f862,26893.25967936097
68040110ffe6ecacbbff5e21086c8c416132a22c,26883.447647605317
f66562b958e6349449b87fea0a01fab214f6ec8b,107123.91152028441
beefc7a89a2d9882e5983d80e356f8b7c23994f7,137837.65687048956
82d7709a8445664e93038482fbfee478e8a40273,139654.0236620904
e3929d32c498f8e45ae326017cf7c60308880d94,182743.70818276663
9da35674034a0a1373298436fdfb2f1d840a6da2,121037.87899236212
6d980e58439452168c46e569c5671e7820d0800b,26889.375438883428
0c48aad5141a6d61b2669d5c06360ecb9e8cba72,120186.71938920695
2f8e05c2d702db25093589b14295ab88abf009e0,26878.154287274338
407861b22074fd4b864404e8ef0942947c9ec7d7,26882.705274824515
d426e04457c4fc8b4068a7da6805a7ab8e07224d,76004.74182372479
70aa6679bdb9627324f6626534a7709cdcbdb0f8,26883.12718565231
f5c04dc290d6706af8214800e25be19129dc9f7b,116521.1630123462
cd20ace0b8fb57cecb028764042f1c7851d39507,116529.8233698421
eb5f0ef501357740c2ac626bf1ce233475aa47af,139329.56940080062
0c64cd60003cdf47cf40d2f0ecd0a858eda864bf,26886.869189236033
383f9cdf1c3d46a2cd312345792cf74f15e4b746,152352.66732502147
c31fd3dfea200ab6d0b9c0cebad46b71a75bd0f8,26895.557654345754
fe23ba819708fa369addcf9e6dcc7657cab3a96a,141453.6684262691
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,158756.4749820074
c4e415962974bee4963519523194e05c3638dd39,26892.33860720778
d50835b7ccba559c85daac789b52a4dd31e98eb9,36428.972214426954
b0e8139fa43e8c764878dcd69f3548d74353d838,125517.43366953699
e023d054a9a69d221946660afd3b8cabfcd05230,26889.904699417933
9284a89fdbdd88fe9877dad42e9984e7e2484e20,118783.12857145928
f4c4cee74ce9ede036564ef9b80aba39c768e126,111326.49650758468
b1b16d232ac65293996ef45fcac75a0fca3e7325,26883.606475002565
b8fb9eb73a9f599896d49678bdab39e07479b2ba,109397.45348734749
c04b0546f83b9eb90d11ca7597181b9ef956a80a,26891.442504690916
bee771ff249f080561ad1b67c3a0050a3ab89b32,144198.44744340781
b1cb99c8b63b442384c0af490ca27366e5a91489,26886.99119531488
809ec35d37a181001a42e6340709505e78a2c577,134926.0876866739
67da0b704f0c6cc6037509ab516aaaf58fd950b0,133985.77952023962
53a43fbdde0c7189e80b0eb49689cc0c076a78a4,129176.24607631928
4617bca8992d06315c5592eb69d2493ac7ddf543,26853.02335300197
60290f6053f0e9a625bc9d2f699ca507e8985292,127610.07568844553
1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,139658.3522495303
89d16717c0a898a0955477e778e309036aa6e584,26873.993517364965
151d112bc6f05c1069b4b743f73f92a08826741e,26874.877297716117
a90416a3b247048aaff99c5f2f88a45e2dc20046,26865.52273405089
4dff8608a5941c894c2f71aae910da722b5b2b2d,128794.08804639718
67833093fd0fde740199378acf55c33de750736f,119029.66004163044
23c6b7ea47102c0ba28ac805a03304d515494ecd,132805.18958821963
685dca4c01dd7f08db01bc8225f58e9fe0d2a4e8,26894.326921320884
1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,124374.69807478298
